class,topic,text
religion,soc.religion.christian,survey conduct term project philosophi class meant interest statist hear kind voic blown essay read group email respons shimpei leland stanford mail account infinit delet question number answer write start analyz result answer april absolut liken hear answer interest final project send note answer april absolut hear answer interest final project send note includ note survey respons email late survey question troubl reconcil faith reason troubl unsur creation evolution hold truth practic tarot card palm read divin conflict scientif knowledg religion requir ignor physic realiti logic sens basic believ reason tell wrong question conflict resolv conflict question troubl set guidelin solv problem time shimpei yamashita stanford univers email shimpei leland stanford kind mathematician count
miscellaneous,misc.forsale,tektronix scope sale nice simpl unit learn school play easi inexpens ha nice handl lightweight easi sell probe seper hp probe suitabl type scope probe includ price scope technic info scope expert
science,sci.space,send glen moor director scienc centr wollongong australia fax email gkm uow
politics,talk.politics.mideast,narrow margin stupid accept refer greek fine offer save effort half brain man librari check bunch sourc decent object good friend stay road onur yalcin onur yalcin oyalcin iastat
recreation,rec.autos,simpl tooput sunroof miseri leak tend gasket inadequ mechan seal halt rain hk
science,sci.med,mexico citi bogota paz unconvent remedi altitud sick andes chew coca leaf tea coca leaf notic nativ wad mouth tea american pharmaci remedi allevi lightheaded dizzi jog travel hike peru ecuador cocain ingest minut high
science,sci.med,girlfriend start drug migran help rebound withdrawl analges doe mail account ask forward glaxo distributor imitrex drug brand work pharmaci info miracl drug ha year europ time canada trial complet drug hit market march pharmaci stock present inject subcutan test start nasal spray form mimic serotonin molecular structur fit pain receptor ident serotonin model
religion,alt.atheism,phrase ambigu write care possibl thing call merced car girl call merced girl car valid piec logic deduct sound statement fals hold jim valid sound interpret wrote exist car call merced girl call merced girl car valid
politics,talk.politics.misc,answer number libertarian fan vice versa number fan basebal fan plan post red sox schedul
science,sci.crypt,deepli grate citat paper electron cash scheme enquir mind
miscellaneous,misc.forsale,sell model kingston sx processor cyrix fasmath coprocessor cpu fpu landmark score meg meg total ast advantag board wait state origin meg hard drive fast adaptec scsi control card worth softwar control extern intern scsi devic includ dos keyboard vga drive multisynch straight vga cheap monitor
recreation,rec.sport.baseball,write hesit assumpt peopl write sound kid spous night game start year cleveland thought good sens push minimum extra inning midnight extra inning score famili night day workday bag game colder shore lake eri stuff enter consider game care game sped impo care time game peopl famili work day rg
science,sci.space,assum guess assum energi event law law incorrect assum unknown materi dark matter inhibit gamma ray propag energet event happen closer distribut caus characterist propag distanc gamma ray shorter thick disk galaxi idl babbl jim batka work email batkaj ccmail dayton saic elvi email jbatka desir wright dead
science,sci.crypt,start track custom list peopl purchas soundblast board configur code modem pretti decent digit encrypt telephon expens kind awkward drug lord favor tappabl secur long user interfac nice hrh princ wale stupid thing cordless phone hard imagin drug dealer child pornograph commi lisp programm threat civil transact incrimin busi encrypt cellular phone
science,sci.crypt,peopl usa reason surpris current plot ha allow happen vesselin
religion,alt.atheism,fred rice answer earli post problem argument real believ fake person god assumpt claim believ believ true word defin true fals muslim squar khomeini hussein innoc defin evil good islam worshipp cheer kent
religion,soc.religion.christian,curious net land ha spent time abri hous experi interest experi origin abri switzerland person interact franci edith schaeffer
politics,talk.politics.mideast,doe cheer death policemen job includ possibl kill happi die question agre polici israel isra ceas occup rejoic death
religion,alt.atheism,comment sens inherit default steam train
computer,comp.graphics,faster assum arm effici mip integ calcul compact video digit video codec easi task softwar motion pictur lot compact video predat frame decstat machin ha mhz mip burkhard neideck lutz
recreation,rec.motorcycles,sex life
politics,talk.politics.mideast,yeah outdon time nick forget davidian muslim islam race religion white black fijian alaskan guess absorb malcolm circul point islam stress equal peopl realiz difficult comprehend staunch belief serbian ethnic cleans difficult disneyland war setup camera peopl man land moon apollo stori studio term secess joke nick chose fight bosnia croatia intern recogn nation serb attack start document genocid aggressor simpl genocid classic ethnic cleans question civil war
